FlyPopulationCode;RefCode;SiteCode;FlyFamily;FlyGenus;FlySpecies;FlySubspecies;CurrentFlySpecies;FlyCaptureNumber;FlyFemales;FlyMales;FlyUndetermined;
BFFPOP0727;BFR027;BFA186;Streblidae;Megistopoda;Megistopoda aranea;;Megistopoda aranea;2;1;1;0;
BFFPOP0728;BFR027;BFA186;Streblidae;Strebla;Strebla alvarezi;;Strebla alvarezi;1;1;0;0;
BFFPOP0729;BFR027;BFA186;Streblidae;Strebla;Strebla wiedemanni;;Strebla wiedemanni;2;1;1;0;
BFFPOP0730;BFR027;BFA186;Streblidae;Trichobius;Trichobius dugesii;;Trichobius dugesii;4;0;4;0;
BFFPOP0731;BFR027;BFA186;Streblidae;Trichobius;Trichobius intermedius;;Trichobius intermedius;1;1;0;0;
BFFPOP0732;BFR027;BFA186;Streblidae;Trichobius;Trichobius parasiticus;;Trichobius parasiticus;2;1;1;0;
BFFPOP0733;BFR027;BFA186;Streblidae;Trichobius;Trichobius yunkeri;;Trichobius yunkeri;4;1;3;0;
BFFPOP0734;BFR027;BFA187;Streblidae;Megistopoda;Megistopoda aranea;;Megistopoda aranea;11;2;9;0;
BFFPOP0735;BFR027;BFA187;Streblidae;Megistopoda;Megistopoda proxima;;Megistopoda proxima;1;0;1;0;
BFFPOP0736;BFR027;BFA187;Streblidae;Metelasmus;Metelasmus pseudopterus;;Metelasmus pseudopterus;2;0;1;1;
BFFPOP0737;BFR027;BFA187;Streblidae;Strebla;Strebla wiedemanni;;Strebla wiedemanni;23;11;12;0;
BFFPOP0738;BFR027;BFA187;Streblidae;Trichobius;Trichobius dugesii;;Trichobius dugesii;4;3;1;0;
BFFPOP0739;BFR027;BFA187;Streblidae;Trichobius;Trichobius hirsutulus;;Trichobius hirsutulus;35;16;19;0;
BFFPOP0740;BFR027;BFA187;Streblidae;Trichobius;Trichobius intermedius;;Trichobius intermedius;37;16;21;0;
BFFPOP0741;BFR027;BFA187;Streblidae;Trichobius;Trichobius parasiticus;;Trichobius parasiticus;23;9;14;0;
BFFPOP0742;BFR027;BFA187;Streblidae;Trichobius;Trichobius uniformis;;Trichobius uniformis;1;0;1;0;
BFFPOP0743;BFR027;BFA188;Streblidae;Aspidoptera;Aspidoptera delatorrei;;Aspidoptera delatorrei;7;4;3;0;
BFFPOP0744;BFR027;BFA188;Streblidae;Megistopoda;Megistopoda aranea;;Megistopoda aranea;21;3;18;0;
BFFPOP0745;BFR027;BFA188;Streblidae;Megistopoda;Megistopoda proxima;;Megistopoda proxima;3;0;3;0;
BFFPOP0746;BFR027;BFA188;Streblidae;Metelasmus;Metelasmus pseudopterus;;Metelasmus pseudopterus;2;1;1;0;
BFFPOP0747;BFR027;BFA188;Streblidae;Strebla;Strebla wiedemanni;;Strebla wiedemanni;12;8;4;0;
BFFPOP0748;BFR027;BFA188;Streblidae;Trichobius;Trichobius dugesii;;Trichobius dugesii;5;1;4;0;
BFFPOP0749;BFR027;BFA188;Streblidae;Trichobius;Trichobius intermedius;;Trichobius intermedius;55;24;31;0;
BFFPOP0750;BFR027;BFA188;Streblidae;Trichobius;Trichobius parasiticus;;Trichobius parasiticus;54;19;35;0;
BFFPOP0751;BFR027;BFA188;Streblidae;Trichobius;Trichobius uniformis;;Trichobius uniformis;6;2;4;0;
BFFPOP0752;BFR027;BFA189;Streblidae;Megistopoda;Megistopoda aranea;;Megistopoda aranea;12;6;6;0;
BFFPOP0753;BFR027;BFA189;Streblidae;Metelasmus;Metelasmus pseudopterus;;Metelasmus pseudopterus;2;0;2;0;
BFFPOP0754;BFR027;BFA189;Streblidae;Nycterophilia;Nycterophilia natali;;Nycterophilia natali;2;2;0;0;
BFFPOP0755;BFR027;BFA189;Streblidae;Strebla;Strebla wiedemanni;;Strebla wiedemanni;9;4;5;0;
BFFPOP0756;BFR027;BFA189;Streblidae;Trichobius;Trichobius dugesii;;Trichobius dugesii;9;1;8;0;
BFFPOP0757;BFR027;BFA189;Streblidae;Trichobius;Trichobius intermedius;;Trichobius intermedius;18;9;9;0;
BFFPOP0758;BFR027;BFA189;Streblidae;Trichobius;Trichobius parasiticus;;Trichobius parasiticus;27;12;15;0;
BFFPOP0759;BFR027;BFA189;Streblidae;Trichobius;Trichobius uniformis;;Trichobius uniformis;2;1;1;0;
BFFPOP0760;BFR027;BFA189;Streblidae;Trichobius;Trichobius yunkeri;;Trichobius yunkeri;26;17;9;0;
BFFPOP0761;BFR027;BFA190;Streblidae;Aspidoptera;Aspidoptera delatorrei;;Aspidoptera delatorrei;1;0;1;0;
BFFPOP0762;BFR027;BFA190;Streblidae;Megistopoda;Megistopoda aranea;;Megistopoda aranea;19;8;11;0;
BFFPOP0763;BFR027;BFA190;Streblidae;Megistopoda;Megistopoda proxima;;Megistopoda proxima;1;0;1;0;
BFFPOP0764;BFR027;BFA190;Streblidae;Strebla;Strebla alvarezi;;Strebla alvarezi;15;5;10;0;
BFFPOP0765;BFR027;BFA190;Streblidae;Strebla;Strebla wiedemanni;;Strebla wiedemanni;1;0;1;0;
BFFPOP0766;BFR027;BFA190;Streblidae;Trichobius;Trichobius dugesii;;Trichobius dugesii;5;2;3;0;
BFFPOP0767;BFR027;BFA190;Streblidae;Trichobius;Trichobius galei;;Trichobius galei;2;0;2;0;
BFFPOP0768;BFR027;BFA190;Streblidae;Trichobius;Trichobius intermedius;;Trichobius intermedius;28;19;9;0;
BFFPOP0769;BFR027;BFA190;Streblidae;Trichobius;Trichobius parasiticus;;Trichobius parasiticus;26;14;12;0;
BFFPOP0770;BFR027;BFA190;Streblidae;Trichobius;Trichobius uniformis;;Trichobius uniformis;1;1;0;0;
BFFPOP0771;BFR027;BFA191;Streblidae;Aspidoptera;Aspidoptera delatorrei;;Aspidoptera delatorrei;34;20;14;0;
BFFPOP0772;BFR027;BFA191;Streblidae;Megistopoda;Megistopoda aranea;;Megistopoda aranea;42;18;24;0;
BFFPOP0773;BFR027;BFA191;Streblidae;Megistopoda;Megistopoda proxima;;Megistopoda proxima;38;15;23;0;
BFFPOP0774;BFR027;BFA191;Streblidae;Nycterophilia;Nycterophilia coxata;;Nycterophilia coxata;2;1;1;0;
BFFPOP0775;BFR027;BFA191;Streblidae;Strebla;Strebla alvarezi;;Strebla alvarezi;1;0;1;0;
BFFPOP0776;BFR027;BFA191;Streblidae;Strebla;Strebla wiedemanni;;Strebla wiedemanni;17;8;9;0;
BFFPOP0777;BFR027;BFA191;Streblidae;Trichobius;Trichobius dugesii;;Trichobius dugesii;7;3;4;0;
BFFPOP0778;BFR027;BFA191;Streblidae;Trichobius;Trichobius hirsutulus;;Trichobius hirsutulus;5;2;3;0;
BFFPOP0779;BFR027;BFA191;Streblidae;Trichobius;Trichobius intermedius;;Trichobius intermedius;182;92;89;1;
BFFPOP0780;BFR027;BFA191;Streblidae;Trichobius;Trichobius parasiticus;;Trichobius parasiticus;90;34;56;0;
BFFPOP0781;BFR027;BFA191;Streblidae;Trichobius;Trichobius uniformis;;Trichobius uniformis;7;0;7;0;
BFFPOP0782;BFR027;BFA191;Streblidae;Trichobius;Trichobius yunkeri;;Trichobius yunkeri;15;5;10;0;
BFFPOP0783;BFR027;BFA192;Streblidae;Aspidoptera;Aspidoptera delatorrei;;Aspidoptera delatorrei;27;11;16;0;
BFFPOP0784;BFR027;BFA192;Streblidae;Megistopoda;Megistopoda aranea;;Megistopoda aranea;60;15;45;0;
BFFPOP0785;BFR027;BFA192;Streblidae;Megistopoda;Megistopoda proxima;;Megistopoda proxima;34;8;26;0;
BFFPOP0786;BFR027;BFA192;Streblidae;Metelasmus;Metelasmus pseudopterus;;Metelasmus pseudopterus;2;1;1;0;
BFFPOP0787;BFR027;BFA192;Streblidae;Strebla;Strebla wiedemanni;;Strebla wiedemanni;19;9;10;0;
BFFPOP0788;BFR027;BFA192;Streblidae;Trichobius;Trichobius dugesii;;Trichobius dugesii;3;2;1;0;
BFFPOP0789;BFR027;BFA192;Streblidae;Trichobius;Trichobius intermedius;;Trichobius intermedius;222;117;104;1;
BFFPOP0790;BFR027;BFA192;Streblidae;Trichobius;Trichobius parasiticus;;Trichobius parasiticus;37;35;2;0;
BFFPOP0791;BFR027;BFA192;Streblidae;Trichobius;Trichobius uniformis;;Trichobius uniformis;2;1;1;0;
BFFPOP0792;BFR027;BFA192;Streblidae;Trichobius;Trichobius yunkeri;;Trichobius yunkeri;5;1;4;0;
BFFPOP0793;BFR027;BFA193;Streblidae;Aspidoptera;Aspidoptera delatorrei;;Aspidoptera delatorrei;4;1;3;0;
BFFPOP0794;BFR027;BFA193;Streblidae;Megistopoda;Megistopoda aranea;;Megistopoda aranea;9;5;4;0;
BFFPOP0795;BFR027;BFA193;Streblidae;Strebla;Strebla alvarezi;;Strebla alvarezi;1;0;1;0;
BFFPOP0796;BFR027;BFA193;Streblidae;Strebla;Strebla wiedemanni;;Strebla wiedemanni;19;4;15;0;
BFFPOP0797;BFR027;BFA193;Streblidae;Trichobius;Trichobius dugesii;;Trichobius dugesii;3;1;2;0;
BFFPOP0798;BFR027;BFA193;Streblidae;Trichobius;Trichobius intermedius;;Trichobius intermedius;92;40;52;0;
BFFPOP0799;BFR027;BFA193;Streblidae;Trichobius;Trichobius parasiticus;;Trichobius parasiticus;58;26;32;0;
BFFPOP0800;BFR027;BFA193;Streblidae;Trichobius;Trichobius uniformis;;Trichobius uniformis;4;1;3;0;
BFFPOP0801;BFR027;BFA193;Streblidae;Trichobius;Trichobius yunkeri;;Trichobius yunkeri;37;15;22;0;
BFFPOP0802;BFR027;BFA194;Streblidae;Megistopoda;Megistopoda aranea;;Megistopoda aranea;21;12;9;0;
BFFPOP0803;BFR027;BFA194;Streblidae;Metelasmus;Metelasmus pseudopterus;;Metelasmus pseudopterus;2;2;0;0;
BFFPOP0804;BFR027;BFA194;Streblidae;Strebla;Strebla wiedemanni;;Strebla wiedemanni;30;15;15;0;
BFFPOP0805;BFR027;BFA194;Streblidae;Trichobius;Trichobius intermedius;;Trichobius intermedius;101;36;65;0;
BFFPOP0806;BFR027;BFA194;Streblidae;Trichobius;Trichobius parasiticus;;Trichobius parasiticus;119;46;73;0;
BFFPOP0807;BFR027;BFA194;Streblidae;Trichobius;Trichobius uniformis;;Trichobius uniformis;2;0;2;0;
BFFPOP0808;BFR027;BFA194;Streblidae;Trichobius;Trichobius yunkeri;;Trichobius yunkeri;4;1;3;0;
BFFPOP0809;BFR027;BFA195;Streblidae;Megistopoda;Megistopoda aranea;;Megistopoda aranea;4;2;2;0;
BFFPOP0810;BFR027;BFA195;Streblidae;Megistopoda;Megistopoda proxima;;Megistopoda proxima;7;3;4;0;
BFFPOP0811;BFR027;BFA195;Streblidae;Metelasmus;Metelasmus pseudopterus;;Metelasmus pseudopterus;3;1;2;0;
BFFPOP0812;BFR027;BFA195;Streblidae;Strebla;Strebla diphyllae;;Strebla diphyllae;3;2;1;0;
BFFPOP0813;BFR027;BFA195;Streblidae;Strebla;Strebla wiedemanni;;Strebla wiedemanni;3;1;2;0;
BFFPOP0814;BFR027;BFA195;Streblidae;Trichobius;Trichobius diphyllae;;Trichobius diphyllae;6;3;3;0;
BFFPOP0815;BFR027;BFA195;Streblidae;Trichobius;Trichobius intermedius;;Trichobius intermedius;34;21;13;0;
BFFPOP0816;BFR027;BFA195;Streblidae;Trichobius;Trichobius parasiticus;;Trichobius parasiticus;12;4;8;0;
BFFPOP0817;BFR027;BFA196;Streblidae;Strebla;Strebla diphyllae;;Strebla diphyllae;5;4;1;0;
BFFPOP0818;BFR027;BFA196;Streblidae;Trichobius;Trichobius diphyllae;;Trichobius diphyllae;14;7;7;0;
BFFPOP0819;BFR027;BFA196;Streblidae;Trichobius;Trichobius dugesii;;Trichobius dugesii;3;0;3;0;
BFFPOP0820;BFR028;BFA197;Streblidae;Anastrebla;Anastrebla caudiferae;;Anastrebla caudiferae;NA;NA;NA;NA;
BFFPOP0821;BFR028;BFA197;Nycteribiidae;Basilia;Basilia juquiensis;;Basilia juquiensis;NA;NA;NA;NA;
BFFPOP0822;BFR028;BFA197;Nycteribiidae;Basilia;Basilia lindolphoi;;Basilia lindolphoi;NA;NA;NA;NA;
BFFPOP0823;BFR028;BFA197;Streblidae;Megistopoda;Megistopoda aranea;;Megistopoda aranea;NA;NA;NA;NA;
BFFPOP0824;BFR028;BFA197;Streblidae;Megistopoda;Megistopoda proxima;;Megistopoda proxima;NA;NA;NA;NA;
BFFPOP0825;BFR028;BFA197;Streblidae;Metelasmus;Metelasmus pseudopterus;;Metelasmus pseudopterus;NA;NA;NA;NA;
BFFPOP0826;BFR028;BFA197;Streblidae;Metelasmus;Metelasmus wenzeli;;Metelasmus wenzeli;NA;NA;NA;NA;
BFFPOP0827;BFR028;BFA197;Streblidae;Paratrichobius;Paratrichobius longicrus;;Paratrichobius longicrus;NA;NA;NA;NA;
BFFPOP0828;BFR028;BFA197;Streblidae;Strebla;Strebla carvalhoi;;Strebla carvalhoi;NA;NA;NA;NA;
BFFPOP0829;BFR028;BFA197;Streblidae;Strebla;Strebla guajiro;;Strebla guajiro;NA;NA;NA;NA;
BFFPOP0830;BFR028;BFA197;Streblidae;Trichobius;Trichobius joblingi;;Trichobius joblingi;NA;NA;NA;NA;
BFFPOP0831;BFR028;BFA197;Streblidae;Trichobius;Trichobius phyllostomae;;Trichobius phyllostomae;NA;NA;NA;NA;
BFFPOP0832;BFR028;BFA197;Streblidae;Trichobius;Trichobius tiptoni;;Trichobius tiptoni;NA;NA;NA;NA;
BFFPOP0833;BFR029;BFA198;Streblidae;Trichobius;Trichobius longipes;;Trichobius longipes;2;NA;NA;2;
BFFPOP0834;BFR029;BFA198;Streblidae;Trichobius;Trichobius yunkeri;;Trichobius yunkeri;NA;NA;NA;NA;
BFFPOP0835;BFR029;BFA199;Streblidae;Speiseria;Speiseria ambigua;;Speiseria ambigua;2;NA;NA;2;
BFFPOP0836;BFR029;BFA199;Streblidae;Trichobius;Trichobius joblingi;;Trichobius joblingi;NA;NA;NA;NA;
BFFPOP0837;BFR029;BFA199;Streblidae;Trichobius;Trichobius parasiticus;;Trichobius parasiticus;3;NA;NA;3;
BFFPOP0838;BFR029;BFA200;Streblidae;Exastinion;Exastinion clovisi;;Exastinion clovisi;1;NA;NA;1;
BFFPOP0839;BFR029;BFA200;Streblidae;Trichobius;Trichobius sp. nov.;;Trichobius sp. nov.;3;NA;NA;3;
BFFPOP0840;BFR029;BFA200;Streblidae;Trichobius;Trichobius sphaeronotus;;Trichobius sphaeronotus;NA;NA;NA;NA;
BFFPOP0841;BFR029;BFA200;Streblidae;Trichobius;Trichobius galei;;Trichobius galei;1;NA;NA;1;
BFFPOP0842;BFR029;BFA201;Streblidae;Trichobius;Trichobius joblingi;;Trichobius joblingi;NA;NA;NA;NA;
BFFPOP0843;BFR029;BFA201;Streblidae;Trichobius;Trichobius uniformis;;Trichobius uniformis;2;NA;NA;2;
BFFPOP0844;BFR029;BFA201;Streblidae;Trichobius;Trichobius yunkeri;;Trichobius yunkeri;NA;NA;NA;NA;
BFFPOP0845;BFR029;BFA202;Streblidae;Trichobius;Trichobius joblingi;;Trichobius joblingi;NA;NA;NA;NA;
BFFPOP0846;BFR030;BFA203;Streblidae;Anastrebla;Anastrebla modestini;;Anastrebla modestini;8;NA;NA;8;
BFFPOP0847;BFR030;BFA203;Streblidae;Aspidoptera;Aspidoptera phyllostomatis;;Aspidoptera phyllostomatis;6;NA;NA;6;
BFFPOP0848;BFR030;BFA203;Nycteribiidae;Basilia;Basilia juquiensis;;Basilia juquiensis;1;NA;NA;1;
BFFPOP0849;BFR030;BFA203;Nycteribiidae;Basilia;Basilia mimoni;;Basilia mimoni;1;NA;NA;1;
BFFPOP0850;BFR030;BFA203;Streblidae;Exastinion;Exastinion clovisi;;Exastinion clovisi;11;NA;NA;11;
BFFPOP0851;BFR030;BFA203;Streblidae;Megistopoda;Megistopoda aranea;;Megistopoda aranea;107;NA;NA;107;
BFFPOP0852;BFR030;BFA203;;New;New genus;;New genus;3;NA;NA;3;
BFFPOP0853;BFR030;BFA203;Streblidae;Paraeuctenodes;Paraeuctenodes longipes;;Paraeuctenodes longipes;4;NA;NA;4;
BFFPOP0854;BFR030;BFA203;Streblidae;Paraeuctenodes;Paraeuctenodes similis;;Paraeuctenodes similis;1;NA;NA;1;
BFFPOP0855;BFR030;BFA203;Streblidae;Paratrichobius;Paratrichobius longicrus;;Paratrichobius longicrus;1;NA;NA;1;
BFFPOP0856;BFR030;BFA203;Streblidae;Paratrichobius;Paratrichobius sanchezi;;Paratrichobius sanchezi;7;NA;NA;7;
BFFPOP0857;BFR030;BFA203;Streblidae;Speiseria;Speiseria ambigua;;Speiseria ambigua;1;NA;NA;1;
BFFPOP0858;BFR030;BFA203;Streblidae;Strebla;Strebla carvalhoi;;Strebla carvalhoi;1;NA;NA;1;
BFFPOP0859;BFR030;BFA203;Streblidae;Strebla;Strebla chrotopteri;;Strebla chrotopteri;10;NA;NA;10;
BFFPOP0860;BFR030;BFA203;Streblidae;Strebla;Strebla curvata;;Strebla curvata;1;NA;NA;1;
BFFPOP0861;BFR030;BFA203;Streblidae;Strebla;Strebla diphyllae;;Strebla diphyllae;1;NA;NA;1;
BFFPOP0862;BFR030;BFA203;Streblidae;Strebla;Strebla guajiro;;Strebla guajiro;40;NA;NA;40;
BFFPOP0863;BFR030;BFA203;Streblidae;Strebla;Strebla hertigi;;Strebla hertigi;9;NA;NA;9;
BFFPOP0864;BFR030;BFA203;Streblidae;Strebla;Strebla mirabilis;;Strebla mirabilis;14;NA;NA;14;
BFFPOP0865;BFR030;BFA203;Streblidae;Strebla;Strebla wiedemanni;;Strebla wiedemanni;61;NA;NA;61;
BFFPOP0866;BFR030;BFA203;Streblidae;Trichobius;Trichobius bequaerti;;Trichobius bequaerti;1;NA;NA;1;
BFFPOP0867;BFR030;BFA203;Streblidae;Trichobius;Trichobius cf. handley;;Trichobius cf. handley;11;NA;NA;11;
BFFPOP0868;BFR030;BFA203;Streblidae;Trichobius;Trichobius costalimai;;Trichobius costalimai;200;NA;NA;200;
BFFPOP0869;BFR030;BFA203;Streblidae;Trichobius;Trichobius diphyllae;;Trichobius diphyllae;1;NA;NA;1;
BFFPOP0870;BFR030;BFA203;Streblidae;Trichobius;Trichobius dugesii;;Trichobius dugesii;72;NA;NA;72;
BFFPOP0871;BFR030;BFA203;Streblidae;Trichobius;Trichobius furmani;;Trichobius furmani;44;NA;NA;44;
BFFPOP0872;BFR030;BFA203;Streblidae;Trichobius;Trichobius joblingi;;Trichobius joblingi;298;NA;NA;298;
BFFPOP0873;BFR030;BFA203;Streblidae;Trichobius;Trichobius lonchophyllae;;Trichobius lonchophyllae;21;NA;NA;21;
BFFPOP0874;BFR030;BFA203;Streblidae;Trichobius;Trichobius longipes;;Trichobius longipes;30;NA;NA;30;
BFFPOP0875;BFR030;BFA203;Streblidae;Trichobius;Trichobius parasiticus;;Trichobius parasiticus;86;NA;NA;86;
BFFPOP0876;BFR030;BFA203;Streblidae;Trichobius;Trichobius perspicillatus;;Trichobius perspicillatus;16;NA;NA;16;
BFFPOP0877;BFR030;BFA203;Streblidae;Trichobius;Trichobius propinquus;;Trichobius propinquus;1;NA;NA;1;
BFFPOP0878;BFR030;BFA203;Streblidae;Trichobius;Trichobius sp.;;Trichobius sp.;1;NA;NA;1;
BFFPOP0879;BFR030;BFA203;Streblidae;Trichobius;Trichobius sp. (complexo dugesii);;Trichobius sp. (complexo dugesii);2;NA;NA;2;
BFFPOP0880;BFR030;BFA203;Streblidae;Trichobius;Trichobius sp. (complexo longipes);;Trichobius sp. (complexo longipes);1;NA;NA;1;
BFFPOP0881;BFR030;BFA203;Streblidae;Trichobius;Trichobius tiptoni;;Trichobius tiptoni;6;NA;NA;6;
BFFPOP0882;BFR030;BFA203;Streblidae;Trichobius;Trichobius uniformis;;Trichobius uniformis;2;NA;NA;2;
BFFPOP0883;BFR030;BFA203;Streblidae;Trichobius;Trichobius cf. angulatus;;Trichobius cf. angulatus;2;NA;NA;2;
BFFPOP0884;BFR031;BFA204;Streblidae;Aspidoptera;Aspidoptera falcata;;Aspidoptera falcata;7;NA;NA;7;
BFFPOP0885;BFR031;BFA204;Streblidae;Aspidoptera;Aspidoptera phyllostomatis;;Aspidoptera phyllostomatis;13;NA;NA;13;
BFFPOP0886;BFR031;BFA204;Streblidae;Mastoptera;Mastoptera minuta;;Mastoptera minuta;90;NA;NA;90;
BFFPOP0887;BFR031;BFA204;Streblidae;Megistopoda;Megistopoda aranea;;Megistopoda aranea;48;NA;NA;48;
BFFPOP0888;BFR031;BFA204;Streblidae;Megistopoda;Megistopoda proxima;;Megistopoda proxima;8;NA;NA;8;
BFFPOP0889;BFR031;BFA204;Streblidae;Paradyschiria;Paradyschiria parvula;;Paradyschiria parvula;22;NA;NA;22;
BFFPOP0890;BFR031;BFA204;Streblidae;Paratrichobius;Paratrichobius longicrus;;Paratrichobius longicrus;1;NA;NA;1;
BFFPOP0891;BFR031;BFA204;Streblidae;Speiseria;Speiseria ambigua;;Speiseria ambigua;29;NA;NA;29;
BFFPOP0892;BFR031;BFA204;Streblidae;Stizostrebla;Stizostrebla longirostris;;Stizostrebla longirostris;5;NA;NA;5;
BFFPOP0893;BFR031;BFA204;Streblidae;Strebla;Strebla sp.;;Strebla sp.;4;NA;NA;4;
BFFPOP0894;BFR031;BFA204;Streblidae;Strebla;Strebla diaemi;;Strebla diaemi;9;NA;NA;9;
BFFPOP0895;BFR031;BFA204;Streblidae;Strebla;Strebla galindoi;;Strebla galindoi;11;NA;NA;11;
BFFPOP0896;BFR031;BFA204;Streblidae;Strebla;Strebla guajiro;;Strebla guajiro;6;NA;NA;6;
BFFPOP0897;BFR031;BFA204;Streblidae;Strebla;Strebla hertigi;;Strebla hertigi;3;NA;NA;3;
BFFPOP0898;BFR031;BFA204;Streblidae;Strebla;Strebla tonatiae;;Strebla tonatiae;1;NA;NA;1;
BFFPOP0899;BFR031;BFA204;Streblidae;Trichobius;Trichobius costalimai;;Trichobius costalimai;73;NA;NA;73;
BFFPOP0900;BFR031;BFA204;Streblidae;Trichobius;Trichobius diaemi;;Trichobius diaemi;37;NA;NA;37;
BFFPOP0901;BFR031;BFA204;Streblidae;Trichobius;Trichobius dugesii;;Trichobius dugesii;4;NA;NA;4;
BFFPOP0902;BFR031;BFA204;Streblidae;Trichobius;Trichobius dugesioides ;phyllostomus;Trichobius dugesioides phyllostomus;1;NA;NA;1;
BFFPOP0903;BFR031;BFA204;Streblidae;Trichobius;Trichobius joblingi;;Trichobius joblingi;161;NA;NA;161;
BFFPOP0904;BFR031;BFA204;Streblidae;Trichobius;Trichobius longipes;;Trichobius longipes;10;NA;NA;10;
BFFPOP0905;BFR031;BFA204;Streblidae;Trichobius;Trichobius parasiticus;;Trichobius parasiticus;1;NA;NA;1;
BFFPOP0906;BFR031;BFA204;Streblidae;Trichobius;Trichobius perspicillatus;;Trichobius perspicillatus;13;NA;NA;13;
BFFPOP0907;BFR031;BFA204;Nycteribiidae;Basilia;Basilia mimoni;;Basilia mimoni;1;NA;NA;1;
BFFPOP0908;BFR031;BFA204;Nycteribiidae;Basilia;Basilia sp.;;Basilia sp.;1;NA;NA;1;
BFFPOP0909;BFR032;BFA205;Nycteribiidae;Cyclopodia;Cyclopodia garrula;;Cyclopodia garrula;1;1;0;0;
BFFPOP0910;BFR032;BFA205;Nycteribiidae;Cyclopodia;Cyclopodia horsfieldi;;Cyclopodia horsfieldi;12;8;4;0;
BFFPOP0911;BFR032;BFA205;Nycteribiidae;Eucampsipoda;Eucampsipoda inermis;;Eucampsipoda inermis;20;6;14;0;
BFFPOP0912;BFR032;BFA205;Nycteribiidae;Eucampsipoda;Eucampsipoda philippinensis;;Eucampsipoda philippinensis;2;1;1;0;
BFFPOP0913;BFR032;BFA205;Nycteribiidae;Eucampsipoda;Eucampsipoda sundaica;;Eucampsipoda sundaica;2;2;0;0;
BFFPOP0914;BFR032;BFA205;Nycteribiidae;Leptocyclopodia;Leptocyclopodia mabuhai;;Leptocyclopodia mabuhai;3;2;1;0;
BFFPOP0915;BFR032;BFA205;Nycteribiidae;Leptocyclopodia;Leptocyclopodia simulans;;Leptocyclopodia simulans;4;2;2;0;
BFFPOP0916;BFR032;BFA205;Streblidae;Megastrebla;Megastrebla parvior;;Megastrebla parvior;2;0;2;0;
BFFPOP0917;BFR032;BFA205;Streblidae;Brachytarsina;Brachytarsina amboinensis;;Brachytarsina amboinensis;5;5;0;0;
BFFPOP0918;BFR032;BFA205;Streblidae;Brachytarsina;Brachytarsina werneri;;Brachytarsina werneri;3;2;1;0;
BFFPOP0919;BFR032;BFA205;Streblidae;Raymondia;Raymondia pagodarum;;Raymondia pagodarum;3;3;0;0;
BFFPOP0920;BFR032;BFA205;Streblidae;Raymondia;Raymondia pseudopagodarum;;Raymondia pseudopagodarum;10;9;1;0;
BFFPOP0921;BFR033;BFA206;Streblidae;Aspidoptera;Aspidoptera falcata;;Aspidoptera falcata;233;NA;NA;233;
BFFPOP0922;BFR033;BFA206;Streblidae;Aspidoptera;Aspidoptera phyllostomatis;;Aspidoptera phyllostomatis;29;NA;NA;29;
BFFPOP0923;BFR033;BFA206;Streblidae;Mastoptera;Mastoptera guimaraesi;;Mastoptera guimaraesi;1;NA;NA;1;
BFFPOP0924;BFR033;BFA206;Streblidae;Mastoptera;Mastoptera minuta;;Mastoptera minuta;NA;NA;NA;NA;
BFFPOP0925;BFR033;BFA206;Streblidae;Megistopoda;Megistopoda aranea;;Megistopoda aranea;2;NA;NA;2;
BFFPOP0926;BFR033;BFA206;Streblidae;Megistopoda;Megistopoda proxima;;Megistopoda proxima;7;NA;NA;7;
BFFPOP0927;BFR033;BFA206;Streblidae;Metelasmus;Metelasmus pseudopterus;;Metelasmus pseudopterus;21;NA;NA;21;
BFFPOP0928;BFR033;BFA206;Streblidae;Metelasmus;Metelasmus wenzeli;;Metelasmus wenzeli;5;NA;NA;5;
BFFPOP0929;BFR033;BFA206;Streblidae;Noctiliostrebla;Noctiliostrebla aitkeni;;Noctiliostrebla aitkeni;79;NA;NA;79;
BFFPOP0930;BFR033;BFA206;Streblidae;Noctiliostrebla;Noctiliostrebla dubia;;Noctiliostrebla dubia;16;NA;NA;16;
BFFPOP0931;BFR033;BFA206;Streblidae;Noctiliostrebla;Noctiliostrebla maai;;Noctiliostrebla maai;213;NA;NA;213;
BFFPOP0932;BFR033;BFA206;Streblidae;Paradyschiria;Paradyschiria fusca;;Paradyschiria fusca;227;NA;NA;227;
BFFPOP0933;BFR033;BFA206;Streblidae;Paradyschiria;Paradyschiria longicrus;;Paradyschiria longicrus;156;NA;NA;156;
BFFPOP0934;BFR033;BFA206;Streblidae;Paradyschiria;Paradyschiria parvula;;Paradyschiria parvula;434;NA;NA;434;
BFFPOP0935;BFR033;BFA206;Streblidae;Paradyschiria;Paradyschiria salvini;;Paradyschiria salvini;3;NA;NA;3;
BFFPOP0936;BFR033;BFA206;Streblidae;Speiseria;Speiseria ambigua;;Speiseria ambigua;1;NA;NA;1;
BFFPOP0937;BFR033;BFA206;Streblidae;Strebla;Strebla chrotopteri;;Strebla chrotopteri;15;NA;NA;15;
BFFPOP0938;BFR033;BFA206;Streblidae;Strebla;Strebla curvata;;Strebla curvata;5;NA;NA;5;
BFFPOP0939;BFR033;BFA206;Streblidae;Strebla;Strebla diaemi;;Strebla diaemi;38;NA;NA;38;
BFFPOP0940;BFR033;BFA206;Streblidae;Strebla;Strebla guajiro;;Strebla guajiro;26;NA;NA;26;
BFFPOP0941;BFR033;BFA206;Streblidae;Strebla;Strebla wiedemanni;;Strebla wiedemanni;76;NA;NA;76;
