InteractionSpeciesCode,BatPopulationCode,FlyPopulationCode,RefCode,SiteCode,CurrentBatSpecies,BatSubspecies,CurrentFlySpecies,FlySubspecies,NumberInteractions,NumberInteractionsByFlyFemales,NumberInteractionsByFlyMales,NumberInteractionsByFlyUndetermined,BatInfested,BatInfestedFemales,BatInfestedMales,Prevalence,PrevalenceOnBatFemales,PrevalenceOnBatMales,MeanFlyIntensity,MeanFlyIntensityOnBatFemales,MeanFlyIntensityOnBatMales,MeanFlyAbundance,MeanFlyAbundaceOnBatFemales,MeanFlyAbundanceOnBatMales,Observations
BFSSI0118,BFBPOP0094,BFFPOP0111,BFR004,BFA046,Phyllostomus elongatus,NA,Strebla consocia,NA,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BFSSI0119,BFBPOP0095,BFFPOP0112,BFR004,BFA046,Phyllostomus discolor,NA,Strebla hertigi,NA,1,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BFSSI0120,BFBPOP0096,BFFPOP0113,BFR004,BFA047,Artibeus sp.,NA,Metelasmus pseudopterus,NA,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BFSSI0121,BFBPOP0097,BFFPOP0114,BFR004,BFA047,Desmodus rotundus,NA,Strebla wiedemanni,NA,3,0,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BFSSI0122,BFBPOP0098,BFFPOP0115,BFR004,BFA047,Sturnira tildae,NA,Aspidoptera falcata,NA,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BFSSI0123,BFBPOP0099,BFFPOP0116,BFR004,BFA048,Lophostoma brasiliense,NA,Strebla consocia,NA,3,1,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BFSSI0124,BFBPOP0100,BFFPOP0116,BFR004,BFA048,Lophostoma silvicolum,NA,Strebla consocia,NA,1,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BFSSI0125,BFBPOP0101,BFFPOP0117,BFR004,BFA048,Phyllostomus discolor,NA,Strebla hertigi,NA,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BFSSI0126,BFBPOP0102,BFFPOP0118,BFR004,BFA049,Phyllostomus discolor,NA,Strebla hertigi,NA,3,0,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BFSSI0127,BFBPOP0103,BFFPOP0119,BFR004,BFA049,Phyllostomus hastatus,NA,Strebla kohlsi-mirabilis complex,NA,1,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BFSSI0128,BFBPOP0104,BFFPOP0120,BFR004,BFA049,Lophostoma silvicolum,NA,Strebla paramirabilis,NA,1,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BFSSI0129,BFBPOP0105,BFFPOP0121,BFR004,BFA050,Carollia perspicillata,NA,Strebla guajiro,NA,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BFSSI0130,BFBPOP0106,BFFPOP0122,BFR004,BFA050,Gardnerycteris crenulatum,NA,Strebla machadoi,NA,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BFSSI0131,BFBPOP0107,BFFPOP0123,BFR004,BFA050,Noctilio leporinus,NA,Noctiliostrebla aitkeni,NA,7,4,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BFSSI0132,BFBPOP0107,BFFPOP0124,BFR004,BFA050,Noctilio leporinus,NA,Paradyschiria fusca,NA,2,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BFSSI0133,BFBPOP0108,BFFPOP0125,BFR004,BFA051,Sturnira sp.,NA,Aspidoptera falcata,NA,1,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BFSSI0134,BFBPOP0109,BFFPOP0126,BFR004,BFA051,Phyllostomus hastatus,NA,Mastoptera minuta,NA,6,3,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BFSSI0135,BFBPOP0110,BFFPOP0127,BFR004,BFA052,Sturnira sp.,NA,Aspidoptera falcata,NA,3,1,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BFSSI0136,BFBPOP0111,BFFPOP0128,BFR004,BFA053,Phyllostomus hastatus,NA,Strebla consocia,NA,1,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BFSSI0137,BFBPOP0112,BFFPOP0129,BFR004,BFA053,Tonatia saurophila,NA,Strebla galindoi,NA,10,4,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BFSSI0138,BFBPOP0113,BFFPOP0130,BFR004,BFA053,Glossophaga soricina,NA,Strebla kohlsi,NA,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BFSSI0139,BFBPOP0114,BFFPOP0131,BFR004,BFA053,Phyllostomus hastatus,NA,Strebla kohlsi-mirabilis complex,NA,4,0,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BFSSI0140,BFBPOP0114,BFFPOP0132,BFR004,BFA053,Phyllostomus hastatus,NA,Mastoptera minuta,NA,6,5,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BFSSI0141,BFBPOP0115,BFFPOP0133,BFR004,BFA054,Phyllostomus hastatus,NA,Strebla consocia,NA,1,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BFSSI0142,BFBPOP0116,BFFPOP0134,BFR004,BFA054,Artibeus planirostris,NA,Megistopoda aranea,NA,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BFSSI0143,BFBPOP0117,BFFPOP0135,BFR004,BFA055,Artibeus planirostris,NA,Metelasmus pseudopterus,NA,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BFSSI0144,BFBPOP0118,BFFPOP0136,BFR004,BFA055,Glossophaga soricina,NA,Strebla guajiro,NA,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BFSSI0145,BFBPOP0119,BFFPOP0137,BFR004,BFA056,Tonatia saurophila,NA,Strebla galindoi,NA,3,1,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BFSSI0146,BFBPOP0120,BFFPOP0138,BFR004,BFA056,Phyllostomus discolor,NA,Strebla hertigi,NA,1,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BFSSI0147,BFBPOP0121,BFFPOP0139,BFR004,BFA056,Desmodus rotundus,NA,Strebla wiedemanni,NA,3,0,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BFSSI0148,BFBPOP0122,BFFPOP0140,BFR004,BFA056,Artibeus planirostris,NA,Megistopoda aranea,NA,2,0,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BFSSI0149,BFBPOP0123,BFFPOP0141,BFR004,BFA056,Carollia perspicillata,NA,Paratrichobius longicrus,NA,1,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BFSSI0150,BFBPOP0124,BFFPOP0142,BFR004,BFA057,Phyllostomus discolor,NA,Strebla hertigi,NA,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BFSSI0151,BFBPOP0125,BFFPOP0143,BFR004,BFA058,Phyllostomus elongatus,NA,Strebla hertigi,NA,1,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BFSSI0152,BFBPOP0126,BFFPOP0144,BFR004,BFA058,Sturnira cf. lilium,NA,Aspidoptera falcata,NA,6,3,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BFSSI0153,BFBPOP0127,BFFPOP0144,BFR004,BFA058,Sturnira lilium,NA,Aspidoptera falcata,NA,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BFSSI0154,BFBPOP0128,BFFPOP0144,BFR004,BFA058,Sturnira magna,NA,Aspidoptera falcata,NA,2,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BFSSI0155,BFBPOP0127,BFFPOP0145,BFR004,BFA058,Sturnira lilium,NA,Megistopoda proxima,NA,4,1,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BFSSI0156,BFBPOP0129,BFFPOP0146,BFR004,BFA059,Lophostoma silvicolum,NA,Strebla consocia,NA,1,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BFSSI0157,BFBPOP0130,BFFPOP0147,BFR004,BFA059,Carollia perspicillata,NA,Strebla guajiro,NA,3,2,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BFSSI0158,BFBPOP0131,BFFPOP0148,BFR004,BFA060,Artibeus planirostris,NA,Megistopoda aranea,NA,5,2,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BFSSI0159,BFBPOP0132,BFFPOP0149,BFR004,BFA061,Artibeus planirostris,NA,Megistopoda aranea,NA,2,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BFSSI0160,BFBPOP0133,BFFPOP0150,BFR004,BFA062,Phyllostomus discolor,NA,Strebla hertigi,NA,1,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BFSSI0161,BFBPOP0134,BFFPOP0151,BFR004,BFA063,Carollia brevicauda,NA,Strebla hertigi,NA,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BFSSI0162,BFBPOP0135,BFFPOP0152,BFR004,BFA064,Trachops cirrhosus,NA,Strebla kohlsi-mirabilis complex,NA,1,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BFSSI0163,BFBPOP0136,BFFPOP0153,BFR004,BFA065,Carollia sp.,NA,Strebla guajiro,NA,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BFSSI0164,BFBPOP0137,BFFPOP0154,BFR004,BFA066,Rhinophylla pumilio,NA,Aspidoptera falcata,NA,1,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BFSSI0165,BFBPOP0138,BFFPOP0155,BFR004,BFA067,Phyllostomus elongatus,NA,Strebla consocia,NA,3,0,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BFSSI0166,BFBPOP0139,BFFPOP0156,BFR005,BFA068,Artibeus lituratus,NA,Paratrichobius longicrus,NA,1,0,1,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BFSSI0167,BFBPOP0140,BFFPOP0157,BFR005,BFA069,Eptesicus furinalis,NA,Basilia plaumanni,NA,4,3,1,0,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BFSSI0168,BFBPOP0141,BFFPOP0158,BFR005,BFA070,Eptesicus furinalis,NA,Basilia plaumanni,NA,1,0,1,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BFSSI0169,BFBPOP0142,BFFPOP0159,BFR005,BFA071,Artibeus fimbriatus,NA,Megistopoda aranea,NA,4,2,2,0,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BFSSI0170,BFBPOP0142,BFFPOP0161,BFR005,BFA071,Artibeus fimbriatus,NA,Metelasmus pseudopterus,NA,5,1,4,0,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BFSSI0171,BFBPOP0143,BFFPOP0160,BFR005,BFA071,Sturnira lilium,NA,Megistopoda proxima,NA,1,0,1,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BFSSI0172,BFBPOP0144,BFFPOP0162,BFR005,BFA071,Artibeus lituratus,NA,Paratrichobius longicrus,NA,1,1,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BFSSI0173,BFBPOP0145,BFFPOP0163,BFR005,BFA072,Artibeus lituratus,NA,Paratrichobius longicrus,NA,1,1,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BFSSI0174,BFBPOP0146,BFFPOP0164,BFR005,BFA073,Sturnira lilium,NA,Megistopoda proxima,NA,3,3,0,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BFSSI0175,BFBPOP0147,BFFPOP0165,BFR005,BFA074,Myotis izcksohni,NA,Basilia carteri,NA,3,3,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BFSSI0176,BFBPOP0148,BFFPOP0166,BFR005,BFA075,Artibeus fimbriatus,NA,Megistopoda aranea,NA,4,2,2,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BFSSI0177,BFBPOP0149,BFFPOP0167,BFR005,BFA075,Sturnira lilium,NA,Megistopoda proxima,NA,2,2,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BFSSI0178,BFBPOP0150,BFFPOP0168,BFR005,BFA075,Carollia perspicillata,NA,Trichobius furmani,NA,1,1,0,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BFSSI0179,BFBPOP0150,BFFPOP0169,BFR005,BFA075,Carollia perspicillata,NA,Strebla guajiro,NA,1,0,1,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BFSSI0180,BFBPOP0151,BFFPOP0170,BFR005,BFA076,Artibeus fimbriatus,NA,Megistopoda aranea,NA,1,1,0,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BFSSI0181,BFBPOP0152,BFFPOP0171,BFR005,BFA076,Eptesicus furinalis,NA,Metelasmus pseudopterus,NA,3,1,2,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BFSSI0182,BFBPOP0153,BFFPOP0172,BFR005,BFA076,Artibeus lituratus,NA,Paratrichobius longicrus,NA,1,0,1,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BFSSI0183,BFBPOP0154,BFFPOP0173,BFR005,BFA077,Artibeus lituratus,NA,Paratrichobius longicrus,NA,1,0,1,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BFSSI0184,BFBPOP0155,BFFPOP0174,BFR005,BFA078,Eumops patagonicus,NA,Paratrichobius longicrus,NA,1,1,0,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BFSSI0185,BFBPOP0156,BFFPOP0175,BFR006,BFA079,Artibeus fimbriatus,NA,Paratrichobius longicrus,NA,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BFSSI0186,BFBPOP0157,BFFPOP0175,BFR006,BFA079,Artibeus lituratus,NA,Paratrichobius longicrus,NA,17,0,0,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BFSSI0187,BFBPOP0157,BFFPOP0176,BFR006,BFA079,Artibeus lituratus,NA,Trichobius joblingi,NA,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BFSSI0188,BFBPOP0158,BFFPOP0177,BFR006,BFA079,Carollia perspicillata,NA,Strebla guajiro,NA,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BFSSI0189,BFBPOP0158,BFFPOP0176,BFR006,BFA079,Carollia perspicillata,NA,Trichobius joblingi,NA,12,0,0,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BFSSI0190,BFBPOP0159,BFFPOP0178,BFR006,BFA079,Desmodus rotundus,NA,Strebla wiedemanni,NA,4,0,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BFSSI0191,BFBPOP0159,BFFPOP0176,BFR006,BFA079,Desmodus rotundus,NA,Trichobius joblingi,NA,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BFSSI0192,BFBPOP0160,BFFPOP0179,BFR006,BFA079,Glossophaga soricina,NA,Trichobius lonchophyllae,NA,2,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BFSSI0193,BFBPOP0161,BFFPOP0180,BFR006,BFA079,Phyllostomus hastatus,NA,Trichobius longipes,NA,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BFSSI0194,BFBPOP0162,BFFPOP0175,BFR006,BFA079,Platyrrhinus lineatus,NA,Paratrichobius longicrus,NA,2,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BFSSI0195,BFBPOP0163,BFFPOP0181,BFR006,BFA079,Sturnira lilium,NA,Aspidoptera falcata,NA,4,0,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BFSSI0196,BFBPOP0163,BFFPOP0182,BFR006,BFA079,Sturnira lilium,NA,Megistopoda proxima,NA,2,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BFSSI0197,BFBPOP0164,BFFPOP0183,BFR007,BFA080,Myotis lavali,NA,Basilia travassosi,NA,1,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BFSSI0198,BFBPOP0165,BFFPOP0184,BFR007,BFA080,Artibeus planirostris,NA,Megistopoda aranea,NA,2,0,2,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BFSSI0199,BFBPOP0166,BFFPOP0185,BFR007,BFA080,Glossophaga soricina,NA,Speiseria ambigua,NA,1,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BFSSI0200,BFBPOP0166,BFFPOP0188,BFR007,BFA080,Glossophaga soricina,NA,Trichobius dugesii,NA,8,4,4,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BFSSI0201,BFBPOP0167,BFFPOP0186,BFR007,BFA080,Desmodus rotundus,NA,Strebla wiedemanni,NA,2,0,2,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BFSSI0202,BFBPOP0167,BFFPOP0192,BFR007,BFA080,Desmodus rotundus,NA,Trichobius parasiticus,NA,17,6,11,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BFSSI0203,BFBPOP0168,BFFPOP0187,BFR007,BFA080,Diphylla ecaudata,NA,Trichobius diphyllae,NA,82,37,45,0,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BFSSI0204,BFBPOP0169,BFFPOP0189,BFR007,BFA080,Trachops cirrhosus,NA,Trichobius dugesioides,dugesioides,18,11,7,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BFSSI0205,BFBPOP0170,BFFPOP0190,BFR007,BFA080,Natalus macrourus,NA,Trichobius galei,NA,10,3,7,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BFSSI0206,BFBPOP0171,BFFPOP0191,BFR007,BFA080,Furipterus horrens,NA,Trichobius pallidus,NA,8,3,5,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BFSSI0207,BFBPOP0172,BFFPOP0193,BFR008,BFA081,Anoura caudifer,NA,Trichobius tiptoni,NA,7,0,0,7,3,NA,NA,75.00,NA,NA,NA,NA,NA,NA,NA,NA,NA
BFSSI0208,BFBPOP0173,BFFPOP0194,BFR008,BFA081,Artibeus lituratus,NA,Paratrichobius sp.,NA,2,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BFSSI0209,BFBPOP0173,BFFPOP0195,BFR008,BFA081,Artibeus lituratus,NA,Trichobius sp. 2,NA,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BFSSI0210,BFBPOP0174,BFFPOP0196,BFR008,BFA081,Artibeus planirostris,NA,Megistopoda aranea,NA,96,0,0,96,38,NA,NA,86.36,NA,NA,NA,NA,NA,NA,NA,NA,NA
BFSSI0211,BFBPOP0175,BFFPOP0197,BFR008,BFA081,Carollia perspicillata,NA,Paratrichobius longicrus,NA,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BFSSI0212,BFBPOP0175,BFFPOP0198,BFR008,BFA081,Carollia perspicillata,NA,Speiseria ambigua,NA,16,0,0,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BFSSI0213,BFBPOP0175,BFFPOP0199,BFR008,BFA081,Carollia perspicillata,NA,Strebla guajiro,NA,7,0,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BFSSI0214,BFBPOP0175,BFFPOP0200,BFR008,BFA081,Carollia perspicillata,NA,Trichobius angulatus,NA,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BFSSI0215,BFBPOP0175,BFFPOP0201,BFR008,BFA081,Carollia perspicillata,NA,Trichobius joblingi,NA,591,0,0,591,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BFSSI0216,BFBPOP0176,BFFPOP0202,BFR008,BFA081,Desmodus rotundus,NA,Strebla wiedemanni,NA,22,0,0,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BFSSI0217,BFBPOP0176,BFFPOP0203,BFR008,BFA081,Desmodus rotundus,NA,Trichobius parasiticus,NA,351,0,0,351,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BFSSI0218,BFBPOP0177,BFFPOP0204,BFR008,BFA081,Glossophaga soricina,NA,Trichobius dugesii,NA,18,0,0,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BFSSI0219,BFBPOP0177,BFFPOP0205,BFR008,BFA081,Glossophaga soricina,NA,Trichobius uniformis,NA,10,0,0,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BFSSI0220,BFBPOP0178,BFFPOP0206,BFR008,BFA081,Lonchophylla cf. mordax,NA,Trichobius lonchophyllae,NA,14,0,0,14,3,NA,NA,60.00,NA,NA,NA,NA,NA,NA,NA,NA,NA
BFSSI0221,BFBPOP0179,BFFPOP0207,BFR008,BFA081,Micronycteris sanborni,NA,Streblidae 1,NA,3,0,0,3,1,NA,NA,100.00,NA,NA,NA,NA,NA,NA,NA,NA,NA
BFSSI0222,BFBPOP0180,BFFPOP0208,BFR008,BFA081,Micronycteris schmidtorum,NA,Streblidae 2,NA,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BFSSI0223,BFBPOP0180,BFFPOP0209,BFR008,BFA081,Micronycteris schmidtorum,NA,Trichobius handleyi,NA,2,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BFSSI0224,BFBPOP0181,BFFPOP0210,BFR008,BFA081,Phyllostomus discolor,NA,Trichobius costalimai,NA,5,0,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BFSSI0225,BFBPOP0181,BFFPOP0211,BFR008,BFA081,Phyllostomus discolor,NA,Trichobioides perspicillatus,NA,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BFSSI0226,BFBPOP0182,BFFPOP0212,BFR008,BFA081,Phyllostomus hastatus,NA,Trichobius longipes,NA,12,0,0,12,2,NA,NA,100.00,NA,NA,NA,NA,NA,NA,NA,NA,NA
BFSSI0227,BFBPOP0183,BFFPOP0197,BFR008,BFA081,Platyrrhinus lineatus,NA,Paratrichobius longicrus,NA,23,0,0,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BFSSI0228,BFBPOP0183,BFFPOP0200,BFR008,BFA081,Platyrrhinus lineatus,NA,Trichobius angulatus,NA,78,0,0,78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BFSSI0229,BFBPOP0184,BFFPOP0213,BFR008,BFA081,Sturnira lilium,NA,Aspidoptera falcata,NA,7,0,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BFSSI0230,BFBPOP0184,BFFPOP0214,BFR008,BFA081,Sturnira lilium,NA,Megistopoda proxima,NA,2,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BFSSI0231,BFBPOP0185,BFFPOP0215,BFR008,BFA081,Xeronycteris vieirai,NA,Trichobius sp. 1,NA,28,0,0,28,4,NA,NA,100.00,NA,NA,NA,NA,NA,NA,NA,NA,NA
BFSSI0232,BFBPOP0186,BFFPOP0216,BFR008,BFA081,Myotis lavali,NA,Basilia speiseri,NA,1,0,0,1,1,NA,NA,100.00,NA,NA,NA,NA,NA,NA,NA,NA,NA
BFSSI0233,BFBPOP0187,BFFPOP0217,BFR009,BFA082,Anoura caudifer,NA,Exastinion clovisi,NA,26,0,0,26,NA,NA,NA,28.90,NA,NA,2.36,NA,NA,NA,NA,NA,NA
BFSSI0234,BFBPOP0187,BFFPOP0218,BFR009,BFA082,Anoura caudifer,NA,Strebla carvalhoi,NA,32,0,0,32,NA,NA,NA,44.70,NA,NA,1.88,NA,NA,NA,NA,NA,NA
BFSSI0235,BFBPOP0187,BFFPOP0219,BFR009,BFA082,Anoura caudifer,NA,Trichobius propinquus,NA,9,0,0,9,NA,NA,NA,21.10,NA,NA,1.200,NA,NA,NA,NA,NA,NA
BFSSI0236,BFBPOP0187,BFFPOP0220,BFR009,BFA082,Anoura caudifer,NA,Trichobius tiptoni,NA,3,0,0,3,NA,NA,NA,5.30,NA,NA,1.500,NA,NA,NA,NA,NA,NA
BFSSI0237,BFBPOP0188,BFFPOP0221,BFR009,BFA082,Artibeus planirostris,NA,Aspidoptera phyllostomatis,NA,7,0,0,7,NA,NA,NA,2.20,NA,NA,1,NA,NA,NA,NA,NA,NA
BFSSI0238,BFBPOP0188,BFFPOP0222,BFR009,BFA082,Artibeus planirostris,NA,Megistopoda aranea,NA,246,0,0,246,NA,NA,NA,44.60,NA,NA,1.74,NA,NA,NA,NA,NA,NA
BFSSI0239,BFBPOP0188,BFFPOP0223,BFR009,BFA082,Artibeus planirostris,NA,Metelasmus pseudopterus,NA,1,0,0,1,NA,NA,NA,0.30,NA,NA,1,NA,NA,NA,NA,NA,NA
BFSSI0240,BFBPOP0188,BFFPOP0224,BFR009,BFA082,Artibeus planirostris,NA,Speiseria ambigua,NA,1,0,0,1,NA,NA,NA,0.30,NA,NA,1,NA,NA,NA,NA,NA,NA
BFSSI0241,BFBPOP0189,BFFPOP0225,BFR009,BFA082,Carollia perspicillata,NA,Megistopoda proxima,NA,1,0,0,1,NA,NA,NA,0.90,NA,NA,1,NA,NA,NA,NA,NA,NA
