BatPopulationCode;RefCode;SiteCode;BatSuborder;BatFamily;BatGenus;BatSpecies;CurrentBatSpecies;BatRoost;BatCaptureNumber;BatMarks;BatFemales;BatMales;BatJuvenile;BatAdult;BatLactatingFemales;BatNonreproductiveFemales;BatPregnantFemales;BatNonreproductiveMales;BatScrotalTestesMales;
BFBPOP1108;BFR063;BFA310;Yangochiroptera;Phyllostomidae;Tonatia;Tonatia saurophila;Tonatia saurophila;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP1109;BFR063;BFA310;Yangochiroptera;Phyllostomidae;Trachops;Trachops cirrhosus;Trachops cirrhosus;NA;9;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP1110;BFR063;BFA310;Yangochiroptera;Phyllostomidae;Trinycteris;Trinycteris nicefori;Trinycteris nicefori;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP1111;BFR063;BFA310;Yangochiroptera;Vespertilionidae;Myotis;Myotis albescens;Myotis albescens;NA;5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP1112;BFR063;BFA310;Yangochiroptera;Vespertilionidae;Myotis;Myotis riparius;Myotis riparius;NA;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP1113;BFR063;BFA311;Yangochiroptera;Mormoopidae;Pteronotus;Pteronotus parnellii;Pteronotus parnellii;NA;9;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP1114;BFR063;BFA311;Yangochiroptera;Mormoopidae;Pteronotus;Pteronotus sp.;Pteronotus sp.;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP1115;BFR063;BFA311;Yangochiroptera;Phyllostomidae;Artibeus;Artibeus lituratus;Artibeus lituratus;NA;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP1116;BFR063;BFA311;Yangochiroptera;Phyllostomidae;Artibeus;Artibeus planirostris;Artibeus planirostris;NA;5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP1117;BFR063;BFA311;Yangochiroptera;Phyllostomidae;Carollia;Carollia perspicillata;Carollia perspicillata;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP1118;BFR063;BFA311;Yangochiroptera;Phyllostomidae;Chrotopterus;Chrotopterus auritus;Chrotopterus auritus;NA;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP1119;BFR063;BFA311;Yangochiroptera;Phyllostomidae;Lampronycteris;Lampronycteris brachyotis;Lampronycteris brachyotis;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP1120;BFR063;BFA311;Yangochiroptera;Phyllostomidae;Lionycteris;Lionycteris spurelli;Lionycteris spurelli;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP1121;BFR063;BFA311;Yangochiroptera;Phyllostomidae;Lophostoma;Lophostoma silvicola;Lophostoma silvicolum;NA;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP1122;BFR063;BFA311;Yangochiroptera;Phyllostomidae;Macrophyllum;Macrophyllum macrophyllum;Macrophyllum macrophyllum;NA;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP1123;BFR063;BFA311;Yangochiroptera;Phyllostomidae;Micronycteris;Micronycteris sp.;Micronycteris sp.;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP1124;BFR063;BFA311;Yangochiroptera;Phyllostomidae;Phyllostomus;Phyllostomus discolor;Phyllostomus discolor;NA;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP1125;BFR063;BFA311;Yangochiroptera;Phyllostomidae;Phyllostomus;Phyllostomus elongatus;Phyllostomus elongatus;NA;6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP1126;BFR063;BFA311;Yangochiroptera;Phyllostomidae;Phyllostomus;Phyllostomus hastatus;Phyllostomus hastatus;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP1127;BFR063;BFA311;Yangochiroptera;Phyllostomidae;Rhinophylla;Rhinophylla pumilo;Rhinophylla pumilio;NA;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP1128;BFR063;BFA311;Yangochiroptera;Phyllostomidae;Sturnira;Sturnira tildae;Sturnira tildae;NA;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP1129;BFR063;BFA311;Yangochiroptera;Phyllostomidae;Tonatia;Tonatia saurophila;Tonatia saurophila;NA;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP1130;BFR063;BFA311;Yangochiroptera;Phyllostomidae;Trachops;Trachops cirrhosus;Trachops cirrhosus;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP1131;BFR063;BFA311;Yangochiroptera;Vespertilionidae;Myotis;Myotis albescens;Myotis albescens;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP1132;BFR064;BFA312;Yangochiroptera;Miniopteridae;Miniopterus;Miniopterus schreibersii;Miniopterus schreibersii;NA;127;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP1133;BFR064;BFA312;Yangochiroptera;Vespertilionidae;Myotis;Myotis bechsteinii;Myotis bechsteinii;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP1134;BFR064;BFA312;Yangochiroptera;Vespertilionidae;Myotis;Myotis blythii;Myotis blythii;NA;59;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP1135;BFR064;BFA312;Yangochiroptera;Vespertilionidae;Myotis;Myotis daubentonii;Myotis daubentonii;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP1136;BFR064;BFA312;Yangochiroptera;Vespertilionidae;Myotis;Myotis escalerai;Myotis escalerai;NA;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP1137;BFR064;BFA312;Yangochiroptera;Vespertilionidae;Myotis;Myotis myotis;Myotis myotis;NA;49;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP1138;BFR065;BFA313;Yangochiroptera;Phyllostomidae;Sturnira;Sturnira mordax;Sturnira mordax;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP1139;BFR065;BFA313;Yangochiroptera;Phyllostomidae;Anoura;Anoura geoffroyi;Anoura geoffroyi;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP1140;BFR065;BFA313;Yangochiroptera;Phyllostomidae;Glossophaga;Glossophaga soricina;Glossophaga soricina;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP1141;BFR065;BFA313;Yangochiroptera;Phyllostomidae;Artibeus;Artibeus jamaicensis;Artibeus jamaicensis;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP1142;BFR065;BFA313;Yangochiroptera;Phyllostomidae;Artibeus;Artibeus lituratus;Artibeus lituratus;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP1143;BFR065;BFA313;Yangochiroptera;Phyllostomidae;Carollia;Carollia sowelli;Carollia sowelli;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP1144;BFR065;BFA313;Yangochiroptera;Phyllostomidae;Carollia;Carollia castanea;Carollia castanea;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP1145;BFR065;BFA313;Yangochiroptera;Phyllostomidae;Carollia;Carollia perspicillata;Carollia perspicillata;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP1146;BFR065;BFA313;Yangochiroptera;Phyllostomidae;Phyllostomus;Phyllostomus discolor;Phyllostomus discolor;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP1147;BFR065;BFA313;Yangochiroptera;Phyllostomidae;Micronycteris;Micronycteris microtis;Micronycteris microtis;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP1148;BFR065;BFA313;Yangochiroptera;Phyllostomidae;Sturnira;Sturnira lilium;Sturnira lilium;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP1149;BFR065;BFA313;Yangochiroptera;Vespertilionidae;Myotis;Myotis keaysi;Myotis keaysi;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP1150;BFR065;BFA313;Yangochiroptera;Phyllostomidae;Uroderma;Uroderma bilobatum;Uroderma bilobatum;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP1151;BFR066;BFA314;Yinpterochiroptera;Pteropodidae;Eidolon;Eidolon helvum;Eidolon helvum;NA;79;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP1152;BFR066;BFA314;Yinpterochiroptera;Pteropodidae;Epomophorus;Epomophorus sp.;Epomophorus sp.;NA;30;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP1153;BFR066;BFA314;Yinpterochiroptera;Pteropodidae;Micropteropus;Micropteropus sp.;Micropteropus sp.;NA;11;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP1154;BFR066;BFA314;Yinpterochiroptera;Rhinolophidae;Rhinolophus;Rhinolophus sp.;Rhinolophus sp.;NA;12;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP1155;BFR067;BFA315;Yangochiroptera;Miniopteridae;Miniopterus;Miniopterus schreibersii;Miniopterus schreibersii;caves;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP1156;BFR067;BFA316;Yangochiroptera;Vespertilionidae;Myotis;Myotis macrodactylus;Myotis macrodactylus;caves;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP1157;BFR067;BFA316;Yinpterochiroptera;Rhinolophidae;Rhinolophus;Rhinolophus ferrumequinum;Rhinolophus ferrumequinum;caves;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP1158;BFR067;BFA317;Yinpterochiroptera;Rhinolophidae;Rhinolophus;Rhinolophus ferrumequinum;Rhinolophus ferrumequinum;caves;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP1159;BFR067;BFA318;Yinpterochiroptera;Rhinolophidae;Rhinolophus;Rhinolophus ferrumequinum;Rhinolophus ferrumequinum;caves;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP1160;BFR067;BFA319;Yangochiroptera;Vespertilionidae;Myotis;Myotis mystacinus;Myotis mystacinus;caves;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP1161;BFR067;BFA320;Yangochiroptera;Miniopteridae;Miniopterus;Miniopterus schreibersii;Miniopterus schreibersii;caves;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP1162;BFR067;BFA321;Yangochiroptera;Miniopteridae;Miniopterus;Miniopterus schreibersii;Miniopterus schreibersii;caves;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP1163;BFR067;BFA322;Yinpterochiroptera;Rhinolophidae;Rhinolophus;Rhinolophus ferrumequinum;Rhinolophus ferrumequinum;caves;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP1164;BFR067;BFA323;Yangochiroptera;Vespertilionidae;Myotis;Myotis macrodactylus;Myotis macrodactylus;caves;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP1165;BFR067;BFA324;Yinpterochiroptera;Rhinolophidae;Rhinolophus;Rhinolophus ferrumequinum;Rhinolophus ferrumequinum;caves;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP1166;BFR067;BFA325;Yangochiroptera;Vespertilionidae;Myotis;Myotis macrodactylus;Myotis macrodactylus;caves;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP1167;BFR068;BFA326;Yangochiroptera;Phyllostomidae;Anoura;Anoura caudifera;Anoura caudifer;NA;16;NA;7;9;0;8;1;NA;1;NA;2;no da la suma
BFBPOP1168;BFR068;BFA326;Yangochiroptera;Phyllostomidae;Anoura;Anoura geoffroyi;Anoura geoffroyi;NA;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP1169;BFR068;BFA326;Yangochiroptera;Phyllostomidae;Artibeus;Artibeus planirostris;Artibeus planirostris;NA;6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP1170;BFR068;BFA326;Yangochiroptera;Phyllostomidae;Carollia;Carollia perspicillata;Carollia perspicillata;NA;50;NA;23;27;8;30;3;NA;1;NA;8;
BFBPOP1171;BFR068;BFA326;Yangochiroptera;Phyllostomidae;Desmodus;Desmodus rotundus;Desmodus rotundus;NA;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP1172;BFR068;BFA326;Yangochiroptera;Phyllostomidae;Mimon;Mimon crenulatum;Mimon crenulatum;NA;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP1173;BFR068;BFA326;Yangochiroptera;Phyllostomidae;Platyrrhinus;Platyrrhinus lineatus;Platyrrhinus lineatus;NA;48;NA;31;17;0;25;16;NA;3;NA;4;
BFBPOP1174;BFR068;BFA326;Yangochiroptera;Phyllostomidae;Sturnira;Sturnira lilium;Sturnira lilium;NA;47;NA;27;20;10;23;3;NA;2;NA;9;
BFBPOP1175;BFR069;BFA327;Yangochiroptera;Miniopteridae;Miniopterus;Miniopterus natalensis;Miniopterus natalensis;NA;96;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP1176;BFR070;BFA328;Yangochiroptera;Mormoopidae;Mormoops;Mormoops blainvillii;Mormoops blainvillii;NA;40;NA;21;19;NA;NA;NA;NA;NA;NA;NA;
BFBPOP1177;BFR070;BFA328;Yangochiroptera;Mormoopidae;Pteronotus;Pteronotus parnellii;Pteronotus parnellii;NA;9;NA;6;3;NA;NA;NA;NA;NA;NA;NA;
BFBPOP1178;BFR071;BFA329;Yangochiroptera;Miniopteridae;Miniopterus;Miniopterus fuliginosus;Miniopterus fuliginosus;NA;5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP1179;BFR071;BFA329;Yangochiroptera;Vespertilionidae;Myotis;Myotis macrodactylus;Myotis macrodactylus;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP1180;BFR071;BFA329;Yinpterochiroptera;Rhinolophidae;Rhinolophus;Rhinolophus ferrumequinum;Rhinolophus ferrumequinum;NA;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP1181;BFR071;BFA330;Yinpterochiroptera;Rhinolophidae;Rhinolophus;Rhinolophus ferrumequinum;Rhinolophus ferrumequinum;NA;6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP1182;BFR071;BFA331;Yangochiroptera;Miniopteridae;Miniopterus;Miniopterus fuliginosus;Miniopterus fuliginosus;NA;25;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP1183;BFR071;BFA331;Yangochiroptera;Vespertilionidae;Myotis;Myotis macrodactylus;Myotis macrodactylus;NA;5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP1184;BFR071;BFA331;Yinpterochiroptera;Rhinolophidae;Rhinolophus;Rhinolophus ferrumequinum;Rhinolophus ferrumequinum;NA;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP1185;BFR071;BFA332;Yinpterochiroptera;Rhinolophidae;Rhinolophus;Rhinolophus ferrumequinum;Rhinolophus ferrumequinum;NA;6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP1186;BFR071;BFA333;Yinpterochiroptera;Rhinolophidae;Rhinolophus;Rhinolophus ferrumequinum;Rhinolophus ferrumequinum;NA;7;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP1187;BFR072;BFA334;Yinpterochiroptera;Pteropodidae;Cynopterus;Cynopterus brachyotis;Cynopterus brachyotis;NA;76;NA;56;20;NA;NA;NA;NA;NA;NA;NA;
BFBPOP1188;BFR072;BFA334;Yinpterochiroptera;Pteropodidae;Eonycteris;Eonycteris spelaea;Eonycteris spelaea;NA;169;NA;70;99;NA;NA;NA;NA;NA;NA;NA;
BFBPOP1189;BFR072;BFA334;Yinpterochiroptera;Pteropodidae;Penthetor;Penthetor lucati;Penthetor lucati;NA;74;NA;33;41;NA;NA;NA;NA;NA;NA;NA;
BFBPOP1190;BFR073;BFA335;Yangochiroptera;Vespertilionidae;Myotis;Myotis daubentonii;Myotis daubentonii;NA;31;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP1191;BFR074;BFA336;Yangochiroptera;Phyllostomidae;Desmodus;Desmodus rotundus ;Desmodus rotundus ;NA;5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP1192;BFR074;BFA336;Yangochiroptera;Phyllostomidae;Artibeus;Artibeus lituratus;Artibeus lituratus;NA;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP1193;BFR074;BFA337;Yangochiroptera;Phyllostomidae;Artibeus;Artibeus jamaicensis;Artibeus jamaicensis;NA;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP1194;BFR074;BFA338;Yangochiroptera;Phyllostomidae;Artibeus;Artibeus jamaicensis;Artibeus jamaicensis;NA;5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP1195;BFR074;BFA338;Yangochiroptera;Phyllostomidae;Desmodus;Desmodus rotundus;Desmodus rotundus;NA;5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP1196;BFR074;BFA339;Yangochiroptera;Phyllostomidae;Glossophaga;Glossophaga sp.;Glossophaga sp.;NA;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP1197;BFR074;BFA340;Yangochiroptera;Phyllostomidae;Macrotus;Macrotus waterhousii;Macrotus waterhousii;NA;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP1198;BFR074;BFA340;Yangochiroptera;Phyllostomidae;Leptonycteris;Leptonycteris yerbabuenae;Leptonycteris yerbabuenae;NA;5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP1199;BFR074;BFA341;Yangochiroptera;Phyllostomidae;Macrotus;Macrotus waterhousii;Macrotus waterhousii;NA;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP1200;BFR074;BFA342;Yangochiroptera;Phyllostomidae;Glossophaga;Glossophaga sp.;Glossophaga sp.;NA;8;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP1201;BFR074;BFA342;Yangochiroptera;Phyllostomidae;Leptonycteris;Leptonycteris sp.;Leptonycteris sp.;NA;6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP1202;BFR074;BFA343;Yangochiroptera;Phyllostomidae;Carollia;Carollia sowelli;Carollia sowelli;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP1203;BFR074;BFA343;Yangochiroptera;Phyllostomidae;Glossophaga;Glossophaga soricina;Glossophaga soricina;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP1204;BFR074;BFA344;Yangochiroptera;Phyllostomidae;Artibeus;Artibeus jamaicensis;Artibeus jamaicensis;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP1205;BFR074;BFA344;Yangochiroptera;Phyllostomidae;Mimon;Mimon cozumelae;Mimon cozumelae;NA;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP1206;BFR074;BFA345;Yangochiroptera;Phyllostomidae;Mimon;Mimon cozumelae;Mimon cozumelae;NA;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP1207;BFR074;BFA346;Yangochiroptera;Phyllostomidae;Artibeus;Artibeus jamaicensis;Artibeus jamaicensis;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP1208;BFR074;BFA347;Yangochiroptera;Phyllostomidae;Glossophaga;Glossophaga soricina;Glossophaga soricina;NA;9;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP1209;BFR074;BFA348;Yangochiroptera;Phyllostomidae;Artibeus;Artibeus jamaicensis;Artibeus jamaicensis;NA;5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP1210;BFR074;BFA349;Yangochiroptera;Phyllostomidae;Desmodus;Desmodus rotundus;Desmodus rotundus;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP1211;BFR075;BFA350;Yangochiroptera;Phyllostomidae;Carollia;Carollia perspicillata;Carollia perspicillata;NA;42;YES;21;21;NA;NA;NA;NA;NA;NA;NA;
BFBPOP1212;BFR076;BFA351;Yangochiroptera;Phyllostomidae;Anoura;Anoura caudifer;Anoura caudifer;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP1213;BFR076;BFA351;Yangochiroptera;Phyllostomidae;Artibeus;Artibeus fimbriatus;Artibeus fimbriatus;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP1214;BFR076;BFA351;Yangochiroptera;Phyllostomidae;Artibeus;Artibeus lituratus;Artibeus lituratus;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP1215;BFR076;BFA351;Yangochiroptera;Phyllostomidae;Carollia;Carollia perspicillata;Carollia perspicillata;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP1216;BFR076;BFA351;Yangochiroptera;Phyllostomidae;Chrotopterus;Chrotopterus auritus;Chrotopterus auritus;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP1217;BFR076;BFA351;Yangochiroptera;Phyllostomidae;Desmodus;Desmodus rotundus;Desmodus rotundus;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP1218;BFR076;BFA351;Yangochiroptera;Phyllostomidae;Glossophaga;Glossophaga soricina;Glossophaga soricina;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP1219;BFR076;BFA351;Yangochiroptera;Vespertilionidae;Myotis;Myotis riparius;Myotis riparius;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP1220;BFR076;BFA351;Yangochiroptera;Phyllostomidae;Phyllostomus;Phyllostomus hastatus;Phyllostomus hastatus;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP1221;BFR076;BFA351;Yangochiroptera;Phyllostomidae;Platyrrhinus;Platyrrhinus recifinus;Platyrrhinus recifinus;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP1222;BFR076;BFA351;Yangochiroptera;Phyllostomidae;Trachops;Trachops cirrhosus;Trachops cirrhosus;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP1223;BFR076;BFA351;Yangochiroptera;Phyllostomidae;Vampyressa;Vampyressa pusilla;Vampyressa pusilla;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP1224;BFR077;BFA352;Yangochiroptera;Phyllostomidae;Anoura;Anoura caudifer;Anoura caudifer;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP1225;BFR077;BFA352;Yangochiroptera;Phyllostomidae;Artibeus;Artibeus fimbriatus;Artibeus fimbriatus;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP1226;BFR077;BFA352;Yangochiroptera;Phyllostomidae;Artibeus;Artibeus lituratus;Artibeus lituratus;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP1227;BFR077;BFA352;Yangochiroptera;Phyllostomidae;Artibeus;Artibeus obscurus;Artibeus obscurus;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP1228;BFR077;BFA352;Yangochiroptera;Phyllostomidae;Artibeus;Artibeus planirostris;Artibeus planirostris;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP1229;BFR077;BFA352;Yangochiroptera;Phyllostomidae;Carollia;Carollia perspicillata;Carollia perspicillata;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP1230;BFR077;BFA352;Yangochiroptera;Phyllostomidae;Chrotopterus;Chrotopterus auritus;Chrotopterus auritus;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP1231;BFR077;BFA352;Yangochiroptera;Phyllostomidae;Dermanura;Dermanura cinerea;Dermanura cinerea;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP1232;BFR077;BFA352;Yangochiroptera;Phyllostomidae;Desmodus;Desmodus rotundus;Desmodus rotundus;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP1233;BFR077;BFA352;Yangochiroptera;Phyllostomidae;Diphylla;Diphylla ecaudata;Diphylla ecaudata;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP1234;BFR077;BFA352;Yangochiroptera;Phyllostomidae;Glossophaga;Glossophaga soricina;Glossophaga soricina;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP1235;BFR077;BFA352;Yangochiroptera;Phyllostomidae;Lonchophylla;Lonchophylla peracchii;Lonchophylla peracchii;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP1236;BFR077;BFA352;Yangochiroptera;Phyllostomidae;Micronycteris;Micronycteris minuta;Micronycteris minuta;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP1237;BFR077;BFA352;Yangochiroptera;Phyllostomidae;Phyllostomus;Phyllostomus hastatus;Phyllostomus hastatus;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP1238;BFR077;BFA352;Yangochiroptera;Phyllostomidae;Platyrrhinus;Platyrrhinus lineatus;Platyrrhinus lineatus;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP1239;BFR077;BFA352;Yangochiroptera;Phyllostomidae;Platyrrhinus;Platyrrhinus recifinus;Platyrrhinus recifinus;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP1240;BFR077;BFA352;Yangochiroptera;Phyllostomidae;Sturnira;Sturnira lilium;Sturnira lilium;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP1241;BFR077;BFA352;Yangochiroptera;Phyllostomidae;Vampyressa;Vampyressa pusilla;Vampyressa pusilla;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP1242;BFR078;BFA353;Yangochiroptera;Miniopteridae;Miniopterus;Miniopterus schreibersii;Miniopterus schreibersii;caves;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP1243;BFR079;BFA354;Yangochiroptera;Mormoopidae;Pteronotus;Pteronotus parnellii;Pteronotus parnellii;NA;11;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
