BatPopulationCode;RefCode;SiteCode;BatFamily;BatGenus;BatSpecies;CurrentBatSpecies;BatSubspecies;BatRoost;BatCaptureNumber;BatMarks;BatFemales;BatMales;BatJuvenile;BatAdult;BatLactatingFemales;BatNonreproductiveFemales;BatPregnantFemales;BatNonreproductiveMales;BatScrotalTestesMales;Observations
BFBPOP0132;BFR004;BFA061;Phyllostomidae;Artibeus;Artibeus planirostris;Artibeus planirostris;NA;Foliage;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP0133;BFR004;BFA062;Phyllostomidae;Phyllostomus;Phyllostomus discolor;Phyllostomus discolor;NA;Cave Treecavity;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP0134;BFR004;BFA063;Phyllostomidae;Carollia;Carollia brevicauda;Carollia brevicauda;NA;Cave Foliage Human-madestructure Treecavity;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP0135;BFR004;BFA064;Phyllostomidae;Trachops;Trachops cirrhosus;Trachops cirrhosus;NA;Cave Human-madestructure Treecavity;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP0136;BFR004;BFA065;Phyllostomidae;Carollia;Carollia sp.;Carollia sp.;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP0137;BFR004;BFA066;Phyllostomidae;Rhinophylla;Rhinophylla pumilio;Rhinophylla pumilio;NA;Foliage Tent;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP0138;BFR004;BFA067;Phyllostomidae;Phyllostomus;Phyllostomus elongatus;Phyllostomus elongatus;NA;Human-madestructure Treecavity;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP0139;BFR005;BFA068;Phyllostomidae;Artibeus;Artibeus lituratus;Artibeus lituratus;NA;Cave Foliage Human-madestructure Treecavity;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP0140;BFR005;BFA069;Vespertilionidae;Eptesicus;Eptesicus furinalis;Eptesicus furinalis;NA;Cave Human-madestructure;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP0141;BFR005;BFA070;Vespertilionidae;Eptesicus;Eptesicus furinalis;Eptesicus furinalis;NA;Cave Human-madestructure;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP0142;BFR005;BFA071;Phyllostomidae;Artibeus;Artibeus fimbriatus;Artibeus fimbriatus;NA;Foliage;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP0143;BFR005;BFA071;Phyllostomidae;Sturnira;Sturnira lilium;Sturnira lilium;NA;Cave Human-madestructure Treecavity;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP0144;BFR005;BFA071;Phyllostomidae;Artibeus;Artibeus lituratus;Artibeus lituratus;NA;Cave Foliage Human-madestructure Treecavity;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP0145;BFR005;BFA072;Phyllostomidae;Artibeus;Artibeus lituratus;Artibeus lituratus;NA;Cave Foliage Human-madestructure Treecavity;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP0146;BFR005;BFA073;Phyllostomidae;Sturnira;Sturnira lilium;Sturnira lilium;NA;Cave Human-madestructure Treecavity;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP0147;BFR005;BFA074;Vespertilionidae;Myotis;Myotis izcksohni;Myotis izecksohni;NA;Cave;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP0148;BFR005;BFA075;Phyllostomidae;Artibeus;Artibeus fimbriatus;Artibeus fimbriatus;NA;Foliage;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP0149;BFR005;BFA075;Phyllostomidae;Sturnira;Sturnira lilium;Sturnira lilium;NA;Cave Human-madestructure Treecavity;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP0150;BFR005;BFA075;Phyllostomidae;Carollia;Carollia perspicillata;Carollia perspicillata;NA;Cave Foliage Human-madestructure Treecavity;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP0151;BFR005;BFA076;Phyllostomidae;Artibeus;Artibeus fimbriatus;Artibeus fimbriatus;NA;Foliage;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP0152;BFR005;BFA076;Vespertilionidae;Eptesicus;Eptesicus furinalis;Eptesicus furinalis;NA;Cave Human-madestructure;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP0153;BFR005;BFA076;Phyllostomidae;Artibeus;Artibeus lituratus;Artibeus lituratus;NA;Cave Foliage Human-madestructure Treecavity;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP0154;BFR005;BFA077;Phyllostomidae;Artibeus;Artibeus lituratus;Artibeus lituratus;NA;Cave Foliage Human-madestructure Treecavity;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP0155;BFR005;BFA078;Molossidae;Eumops;Eumops patagonicus;Eumops patagonicus;NA;Cave;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP0156;BFR006;BFA079;Phyllostomidae;Artibeus;Artibeus fimbriatus;Artibeus fimbriatus;NA;Foliage;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP0157;BFR006;BFA079;Phyllostomidae;Artibeus;Artibeus lituratus;Artibeus lituratus;NA;Cave Foliage Human-madestructure Treecavity;20;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP0158;BFR006;BFA079;Phyllostomidae;Carollia;Carollia perspicillata;Carollia perspicillata;NA;Cave Foliage Human-madestructure Treecavity;7;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP0159;BFR006;BFA079;Phyllostomidae;Desmodus;Desmodus rotundus;Desmodus rotundus;NA;Cave Human-madestructure Treecavity;14;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP0160;BFR006;BFA079;Phyllostomidae;Glossophaga;Glossophaga soricina;Glossophaga soricina;NA;Cave Human-madestructure Treecavity;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP0161;BFR006;BFA079;Phyllostomidae;Phyllostomus;Phyllostomus hastatus;Phyllostomus hastatus;NA;Cave Foliage Human-madestructure Termitenest Treecavity;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP0162;BFR006;BFA079;Phyllostomidae;Platyrrhinus;Platyrrhinus lineatus;Platyrrhinus lineatus;NA;Foliage;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP0163;BFR006;BFA079;Phyllostomidae;Sturnira;Sturnira lilium;Sturnira lilium;NA;Cave Human-madestructure Treecavity;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP0164;BFR007;BFA080;Vespertilionidae;Myotis;Myotis lavali;Myotis lavali;NA;Cave;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP0165;BFR007;BFA080;Phyllostomidae;Artibeus;Artibeus planirostris;Artibeus planirostris;NA;Foliage;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP0166;BFR007;BFA080;Phyllostomidae;Glossophaga;Glossophaga soricina;Glossophaga soricina;NA;Cave Human-madestructure Treecavity;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP0167;BFR007;BFA080;Phyllostomidae;Desmodus;Desmodus rotundus;Desmodus rotundus;NA;Cave Human-madestructure Treecavity;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP0168;BFR007;BFA080;Phyllostomidae;Diphylla;Diphylla ecaudata;Diphylla ecaudata;NA;Cave;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP0169;BFR007;BFA080;Phyllostomidae;Trachops;Trachops cirrhosus;Trachops cirrhosus;NA;Cave Human-madestructure Treecavity;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP0170;BFR007;BFA080;Natalidae;Natalus;Natalus macrourus;Natalus macrourus;NA;Cave;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP0171;BFR007;BFA080;Furipteridae;Furipterus;Furipterus horrens;Furipterus horrens;NA;Cave Treecavity;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP0172;BFR008;BFA081;Phyllostomidae;Anoura;Anoura caudifer;Anoura caudifer;NA;Cave Human-madestructure Treecavity;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP0173;BFR008;BFA081;Phyllostomidae;Artibeus;Artibeus lituratus;Artibeus lituratus;NA;Cave Foliage Human-madestructure Treecavity;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP0174;BFR008;BFA081;Phyllostomidae;Artibeus;Artibeus planirostris;Artibeus planirostris;NA;Foliage;44;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP0175;BFR008;BFA081;Phyllostomidae;Carollia;Carollia perspicillata;Carollia perspicillata;NA;Cave Foliage Human-madestructure Treecavity;181;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP0176;BFR008;BFA081;Phyllostomidae;Desmodus;Desmodus rotundus;Desmodus rotundus;NA;Cave Human-madestructure Treecavity;64;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP0177;BFR008;BFA081;Phyllostomidae;Glossophaga;Glossophaga soricina;Glossophaga soricina;NA;Cave Human-madestructure Treecavity;22;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP0178;BFR008;BFA081;Phyllostomidae;Lonchophylla;Lonchophylla cf. mordax;Lonchophylla cf. mordax;NA;Cave;5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP0179;BFR008;BFA081;Phyllostomidae;Micronycteris;Micronycteris sanborni;Micronycteris sanborni;NA;Cave Human-madestructure Treecavity;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP0180;BFR008;BFA081;Phyllostomidae;Micronycteris;Micronycteris schmidtorum;Micronycteris schmidtorum;NA;Cave Treecavity;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP0181;BFR008;BFA081;Phyllostomidae;Phyllostomus;Phyllostomus discolor;Phyllostomus discolor;NA;Cave Treecavity;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP0182;BFR008;BFA081;Phyllostomidae;Phyllostomus;Phyllostomus hastatus;Phyllostomus hastatus;NA;Cave Foliage Human-madestructure Termitenest Treecavity;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP0183;BFR008;BFA081;Phyllostomidae;Platyrrhinus;Platyrrhinus lineatus;Platyrrhinus lineatus;NA;Foliage;38;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP0184;BFR008;BFA081;Phyllostomidae;Sturnira;Sturnira lilium;Sturnira lilium;NA;Cave Human-madestructure Treecavity;5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP0185;BFR008;BFA081;Phyllostomidae;Xeronycteris;Xeronycteris vieirai;Xeronycteris vieirai;NA;NA;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP0186;BFR008;BFA081;Vespertilionidae;Myotis;Myotis lavali;Myotis lavali;NA;Cave;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP0187;BFR009;BFA082;Phyllostomidae;Anoura;Anoura caudifer;Anoura caudifer;NA;Cave Human-madestructure Treecavity;38;YES;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP0188;BFR009;BFA082;Phyllostomidae;Artibeus;Artibeus planirostris;Artibeus planirostris;NA;Foliage;316;YES;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP0189;BFR009;BFA082;Phyllostomidae;Carollia;Carollia perspicillata;Carollia perspicillata;NA;Cave Foliage Human-madestructure Treecavity;115;YES;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP0190;BFR009;BFA082;Phyllostomidae;Desmodus;Desmodus rotundus;Desmodus rotundus;NA;Cave Human-madestructure Treecavity;6;YES;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP0191;BFR009;BFA082;Phyllostomidae;Glossophaga;Glossophaga soricina;Glossophaga soricina;NA;Cave Human-madestructure Treecavity;15;YES;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP0192;BFR009;BFA082;Phyllostomidae;Lophostoma;Lophostoma silvicola;Lophostoma silvicola;NA;Termitenest Treecavity;9;YES;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP0193;BFR009;BFA082;Phyllostomidae;Micronycteris;Micronycteris sp.;Micronycteris sp.;NA;NA;1;YES;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP0194;BFR009;BFA082;Phyllostomidae;Phyllostomus;Phyllostomus discolor;Phyllostomus discolor;NA;Cave Treecavity;2;YES;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP0195;BFR009;BFA082;Phyllostomidae;Platyrrhinus;Platyrrhinus lineatus;Platyrrhinus lineatus;NA;Foliage;134;YES;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP0196;BFR009;BFA082;Phyllostomidae;Sturnira;Sturnira lilium;Sturnira lilium;NA;Cave Human-madestructure Treecavity;33;YES;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP0197;BFR009;BFA082;Vespertilionidae;Eptesicus;Eptesicus diminutus;Eptesicus diminutus;NA;Cave Human-madestructure;4;YES;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP0198;BFR010;BFA083;Phyllostomidae;Carollia;Carollia perspicillata;Carollia perspicillata;NA;Cave Foliage Human-madestructure Treecavity;440;YES;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP0199;BFR010;BFA083;Vespertilionidae;Myotis;Myotis lavali;Myotis lavali;NA;Cave;168;YES;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP0200;BFR010;BFA083;Phyllostomidae;Artibeus;Artibeus planirostris;Artibeus planirostris;NA;Foliage;70;YES;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP0201;BFR010;BFA083;Phyllostomidae;Artibeus;Artibeus lituratus;Artibeus lituratus;NA;Cave Foliage Human-madestructure Treecavity;31;YES;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP0202;BFR010;BFA083;Phyllostomidae;Phyllostomus;Phyllostomus discolor;Phyllostomus discolor;NA;Cave Treecavity;28;YES;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP0203;BFR010;BFA083;Phyllostomidae;Glossophaga;Glossophaga soricina;Glossophaga soricina;NA;Cave Human-madestructure Treecavity;27;YES;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP0204;BFR010;BFA083;Phyllostomidae;Trachops;Trachops cirrhosus;Trachops cirrhosus;NA;Cave Human-madestructure Treecavity;11;YES;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP0205;BFR010;BFA083;Phyllostomidae;Artibeus;Artibeus obscurus;Artibeus obscurus;NA;Foliage Human-madestructure;5;YES;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP0206;BFR010;BFA083;Phyllostomidae;Sturnira;Sturnira lilium;Sturnira lilium;NA;Cave Human-madestructure Treecavity;3;YES;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP0207;BFR010;BFA083;Phyllostomidae;Lophostoma;Lophostoma brasiliense;Lophostoma brasiliense;NA;Human-madestructure Termitenest Treecavity;2;YES;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP0208;BFR010;BFA083;Phyllostomidae;Platyrrhinus;Platyrrhinus lineatus;Platyrrhinus lineatus;NA;Foliage;2;YES;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP0209;BFR010;BFA083;Phyllostomidae;Tonatia;Tonatia saurophila;Tonatia maresi;NA;Cave Termitenest Treecavity;2;YES;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP0210;BFR010;BFA083;Phyllostomidae;Lonchorhina;Lonchorhina aurita;Lonchorhina aurita;NA;Cave Human-madestructure;1;YES;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP0211;BFR010;BFA083;Phyllostomidae;Phyllostomus;Phyllostomus elongatus;Phyllostomus elongatus;NA;Human-madestructure Treecavity;1;YES;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP0212;BFR010;BFA084;Phyllostomidae;Artibeus;Artibeus planirostris;Artibeus planirostris;NA;Foliage;81;YES;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP0213;BFR010;BFA084;Phyllostomidae;Carollia;Carollia perspicillata;Carollia perspicillata;NA;Cave Foliage Human-madestructure Treecavity;44;YES;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP0214;BFR010;BFA084;Phyllostomidae;Sturnira;Sturnira lilium;Sturnira lilium;NA;Cave Human-madestructure Treecavity;25;YES;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP0215;BFR010;BFA084;Phyllostomidae;Artibeus;Artibeus lituratus;Artibeus lituratus;NA;Cave Foliage Human-madestructure Treecavity;22;YES;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP0216;BFR010;BFA084;Phyllostomidae;Platyrrhinus;Platyrrhinus lineatus;Platyrrhinus lineatus;NA;Foliage;10;YES;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP0217;BFR010;BFA084;Vespertilionidae;Myotis;Myotis lavali;Myotis lavali;NA;Cave;6;YES;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP0218;BFR010;BFA084;Phyllostomidae;Glossophaga;Glossophaga soricina;Glossophaga soricina;NA;Cave Human-madestructure Treecavity;5;YES;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP0219;BFR010;BFA084;Phyllostomidae;Phyllostomus;Phyllostomus discolor;Phyllostomus discolor;NA;Cave Treecavity;3;YES;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP0220;BFR010;BFA084;Vespertilionidae;Eptesicus;Eptesicus brasiliensis;Eptesicus brasiliensis;NA;Cave;2;YES;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP0221;BFR010;BFA085;Phyllostomidae;Artibeus;Artibeus planirostris;Artibeus planirostris;NA;Foliage;145;YES;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP0222;BFR010;BFA085;Phyllostomidae;Lonchophylla;Lonchophylla mordax;Lonchophylla mordax;NA;Cave;72;YES;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP0223;BFR010;BFA085;Phyllostomidae;Glossophaga;Glossophaga soricina;Glossophaga soricina;NA;Cave Human-madestructure Treecavity;62;YES;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP0224;BFR010;BFA085;Phyllostomidae;Carollia;Carollia perspicillata;Carollia perspicillata;NA;Cave Foliage Human-madestructure Treecavity;40;YES;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP0225;BFR010;BFA085;Phyllostomidae;Xeronycteris;Xeronycteris vieirai;Xeronycteris vieirai;NA;NA;27;YES;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP0226;BFR010;BFA085;Phyllostomidae;Micronycteris;Micronycteris sanborni;Micronycteris sanborni;NA;Cave Human-madestructure Treecavity;21;YES;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP0227;BFR010;BFA085;Phyllostomidae;Platyrrhinus;Platyrrhinus lineatus;Platyrrhinus lineatus;NA;Foliage;11;YES;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP0228;BFR010;BFA085;Phyllostomidae;Anoura;Anoura geoffroyi;Anoura geoffroyi;NA;Cave;8;YES;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP0229;BFR010;BFA085;Vespertilionidae;Histiotus;Histiotus diaphanopterus;Histiotus diaphanopterus;NA;Cave Human-madestructure;8;YES;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP0230;BFR010;BFA085;Phyllostomidae;Diphylla;Diphylla ecaudata;Diphylla ecaudata;NA;Cave;7;YES;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP0231;BFR010;BFA085;Phyllostomidae;Artibeus;Artibeus lituratus;Artibeus lituratus;NA;Cave Foliage Human-madestructure Treecavity;6;YES;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP0232;BFR010;BFA085;Phyllostomidae;Desmodus;Desmodus rotundus;Desmodus rotundus;NA;Cave Human-madestructure Treecavity;5;YES;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP0233;BFR010;BFA085;Vespertilionidae;Myotis;Myotis lavali;Myotis lavali;NA;Cave;5;YES;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP0234;BFR010;BFA085;Phyllostomidae;Lonchorhina;Lonchorhina aurita;Lonchorhina aurita;NA;Cave Human-madestructure;3;YES;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP0235;BFR010;BFA085;Mormoopidae;Pteronotus;Pteronotus gymnonotus;Pteronotus gymnonotus;NA;Cave;2;YES;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP0236;BFR010;BFA085;Phyllostomidae;Sturnira;Sturnira lilium;Sturnira lilium;NA;Cave Human-madestructure Treecavity;2;YES;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP0237;BFR011;BFA086;Emballonuridae;Peropteryx;Peropteryx kappleri;Peropteryx kappleri;NA;Treecavity;1;NO;1;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP0238;BFR012;BFA087;Vespertilionidae;Myotis;Myotis riparius;Myotis riparius;NA;Treecavity;NA;NO;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP0239;BFR012;BFA087;Phyllostomidae;Artibeus;Artibeus lituratus;Artibeus lituratus;NA;Cave Foliage Human-madestructure Treecavity;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP0240;BFR012;BFA087;Phyllostomidae;Phyllostomus;Phyllostomus discolor;Phyllostomus discolor;NA;Cave Treecavity;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP0241;BFR012;BFA087;Vespertilionidae;Myotis;Myotis lavali;Myotis lavali;NA;Cave;NA;NO;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP0242;BFR012;BFA087;Phyllostomidae;Artibeus;Artibeus planirostris;Artibeus planirostris;NA;Foliage;NA;NO;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP0243;BFR012;BFA087;Phyllostomidae;Sturnira;Sturnira lilium;Sturnira lilium;NA;Cave Human-madestructure Treecavity;NA;NO;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP0244;BFR012;BFA087;Noctilionidae;Noctilio;Noctilio leporinus;Noctilio leporinus;NA;Cave Human-madestructure Treecavity;NA;NO;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP0245;BFR012;BFA087;Phyllostomidae;Carollia;Carollia perspicillata;Carollia perspicillata;NA;Cave Foliage Human-madestructure Treecavity;NA;NO;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP0246;BFR012;BFA088;Phyllostomidae;Phyllostomus;Phyllostomus discolor;Phyllostomus discolor;NA;Cave Treecavity;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP0247;BFR012;BFA088;Phyllostomidae;Artibeus;Artibeus planirostris;Artibeus planirostris;NA;Foliage;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP0248;BFR012;BFA088;Vespertilionidae;Myotis;Myotis lavali;Myotis lavali;NA;Cave;NA;NO;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP0249;BFR012;BFA089;Phyllostomidae;Artibeus;Artibeus planirostris;Artibeus planirostris;NA;Foliage;NA;NO;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP0250;BFR012;BFA090;Vespertilionidae;Myotis;Myotis lavali;Myotis lavali;NA;Cave;NA;NO;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP0251;BFR012;BFA090;Noctilionidae;Noctilio;Noctilio leporinus;Noctilio leporinus;NA;Cave Human-madestructure Treecavity;NA;NO;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP0252;BFR012;BFA090;Phyllostomidae;Phyllostomus;Phyllostomus discolor;Phyllostomus discolor;NA;Cave Treecavity;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP0253;BFR012;BFA090;Phyllostomidae;Artibeus;Artibeus planirostris;Artibeus planirostris;NA;Foliage;NA;NO;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP0254;BFR012;BFA090;Phyllostomidae;Carollia;Carollia perspicillata;Carollia perspicillata;NA;Cave Foliage Human-madestructure Treecavity;NA;NO;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP0255;BFR012;BFA091;Phyllostomidae;Carollia;Carollia perspicillata;Carollia perspicillata;NA;Cave Foliage Human-madestructure Treecavity;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP0256;BFR012;BFA091;Phyllostomidae;Artibeus;Artibeus planirostris;Artibeus planirostris;NA;Foliage;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP0257;BFR012;BFA091;Phyllostomidae;Phyllostomus;Phyllostomus discolor;Phyllostomus discolor;NA;Cave Treecavity;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP0258;BFR012;BFA092;Phyllostomidae;Artibeus;Artibeus planirostris;Artibeus planirostris;NA;Foliage;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP0259;BFR012;BFA093;Phyllostomidae;Sturnira;Sturnira lilium;Sturnira lilium;NA;Cave Human-madestructure Treecavity;NA;NO;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP0260;BFR012;BFA093;Phyllostomidae;Artibeus;Artibeus planirostris;Artibeus planirostris;NA;Foliage;NA;NO;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP0261;BFR012;BFA093;Phyllostomidae;Phyllostomus;Phyllostomus discolor;Phyllostomus discolor;NA;Cave Treecavity;NA;NO;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP0262;BFR012;BFA094;Phyllostomidae;Sturnira;Sturnira lilium;Sturnira lilium;NA;Cave Human-madestructure Treecavity;NA;NO;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
